"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-20","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-21","0.28",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-22","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-23","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-24","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-25","0.04",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-26","0.08",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-27","0.35",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-28","0.08",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-29","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-30","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-05-31","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-01","0.28",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-02","0.09",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-03","0.13",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-04","0.03",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-05","0.40",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-06","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-07","0.02",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-08","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-09","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-10","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-11","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-12","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-13","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-14","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-15","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-16","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-17","0.15",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-18","0.00","T,,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-19","0.94",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-20","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-21","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-22","0.03",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-23","0.03",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-26","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-27","0.02",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-28","0.20",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-29","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-06-30","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-01","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-02","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-03","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-04","0.82",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-05","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-06","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-07","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-08","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-09","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-10","0.43",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-11","0.09",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-12","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-13","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-14","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-15","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-16","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-17","0.23",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-18","0.14",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-19","0.98",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-21","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-22","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-23","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-24","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-25","0.00","T,,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-26","4.01",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-27","0.01",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-28","0.04",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-29","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-30","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-07-31","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-01","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-02","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-03","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-04","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-05","0.49",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-06","0.78",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-07","0.33",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-08","0.09",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-09","0.64",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-10","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-11","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-12","0.04",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-13","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-14","0.05",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-15","0.38",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-16","1.03",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-17","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-18","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-19","0.66",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-20","1.86",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-21","0.11",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-22","0.01",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-23","1.30",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-24","1.97",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-25","0.11",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-26","0.16",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-27","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-28","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-29","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-30","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-08-31","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-01","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-02","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-03","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-04","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-05","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-06","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-07","0.33",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-08","0.63",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-09","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-10","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-11","0.34",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-12","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-13","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-14","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-15","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-16","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-17","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-18","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-19","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-20","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-21","0.00",",,N","0.0",",,N",,,,,,
"US1ILCK0014","CHICAGO 5.5 ESE, IL US","41.8008","-87.5903","182.9","2007-09-22","0.00",",,N","0.0",",,N",,,,,,
