target,garden_didrain,ohare_didrain,tmpdiff,garden_prcp,garden_snfall,garden_sndpth,garden_maxtmp,garden_mintmp,garden_medtmp,garden_tobs,lake_temp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_maxtmp,ohare_mintmp,ohare_medtmp
0.0,0,0,4.0,0.0,0.0,0.0,23.0,5.0,14.0,11.0,1.45,8.72,0.0,0.0,0.0,30,6,18.0
0.0,0,0,0.0,0.0,0.0,0.0,36.0,15.0,25.5,18.0,1.41,5.59,0.0,0.0,0.0,35,16,25.5
0.0,0,0,10.5,0.0,0.0,0.0,30.0,15.0,22.5,23.0,1.41,8.5,0.0,0.0,0.0,47,19,33.0
0.0,0,0,7.0,0.0,0.0,0.0,48.0,22.0,35.0,35.0,1.41,14.99,0.0,0.0,0.0,55,29,42.0
0.0,0,0,6.0,0.0,0.0,0.0,56.0,31.0,43.5,39.0,1.42,10.07,0.0,0.0,0.0,44,31,37.5
0.0,0,0,6.0,0.0,0.0,0.0,46.0,23.0,34.5,24.0,1.39,11.86,0.0,0.0,0.0,33,24,28.5
0.0,0,0,10.0,0.0,0.0,0.0,33.0,23.0,28.0,33.0,1.9,10.07,0.0,0.0,0.0,48,28,38.0
0.0,0,0,5.0,0.0,0.0,0.0,49.0,25.0,37.0,27.0,2.03,12.08,0.0,0.0,0.0,38,26,32.0
0.0,0,0,6.5,0.0,0.0,0.0,39.0,27.0,33.0,37.0,1.86,12.53,0.0,0.0,0.0,47,32,39.5
0.0,0,0,4.0,0.0,0.0,0.0,32.0,9.0,20.5,13.0,1.31,11.86,0.0,0.0,0.0,23,10,16.5
0.0,0,0,3.0,0.0,0.0,0.0,22.0,7.0,14.5,10.0,1.21,7.16,0.0,0.0,0.0,28,7,17.5
0.0,0,0,5.0,0.0,0.0,0.0,28.0,7.0,17.5,19.0,1.25,7.16,0.0,0.0,0.0,33,12,22.5
0.0,0,0,6.5,0.0,0.0,0.0,36.0,14.0,25.0,22.0,1.22,7.16,0.0,0.0,0.0,43,20,31.5
0.0,0,0,3.0,0.0,0.0,1.0,30.0,13.0,21.5,21.0,0.92,8.05,0.0,0.0,1.0,36,13,24.5
0.0,0,0,13.0,0.0,0.0,0.0,35.0,20.0,27.5,35.0,0.86,18.79,0.0,0.0,0.0,51,30,40.5
0.0,0,0,7.5,0.0,0.0,0.0,52.0,35.0,43.5,46.0,0.78,17.22,0.0,0.0,0.0,62,40,51.0
0.0,0,0,4.5,0.0,0.0,0.0,63.0,46.0,54.5,52.0,0.71,17.22,0.0,0.0,0.0,71,47,59.0
0.0,0,0,0.0,0.0,0.0,0.0,72.0,51.0,61.5,57.0,0.83,11.63,0.0,0.0,0.0,72,51,61.5
0.0,0,0,4.0,0.0,0.0,0.0,73.0,39.0,56.0,55.0,0.89,5.37,0.0,0.0,0.0,77,43,60.0
0.0,0,0,0.5,0.0,0.0,0.0,77.0,39.0,58.0,49.0,0.94,6.49,0.0,0.0,0.0,74,43,58.5
0.0,0,0,6.0,0.0,0.0,0.0,64.0,32.0,48.0,47.0,0.99,5.59,0.0,0.0,0.0,71,37,54.0
0.0,0,0,7.0,0.0,0.0,0.0,64.0,35.0,49.5,40.0,1.07,10.96,0.0,0.0,0.0,49,36,42.5
0.0,0,0,10.5,0.0,0.0,0.0,49.0,30.0,39.5,46.0,1.15,10.29,0.0,0.0,0.0,66,34,50.0
0.0,0,0,1.0,0.0,0.0,0.0,50.0,29.0,39.5,41.0,1.56,11.41,0.0,0.0,0.0,47,30,38.5
0.0,0,0,3.0,0.0,0.0,0.0,40.0,28.0,34.0,38.0,1.92,8.5,0.0,0.0,0.0,50,24,37.0
0.0,0,0,4.0,0.0,0.0,0.0,46.0,29.0,37.5,46.0,1.97,8.28,0.0,0.0,0.0,58,25,41.5
0.0,0,0,3.0,0.0,0.0,0.0,45.0,34.0,39.5,37.0,1.68,8.95,0.0,0.0,0.0,42,31,36.5
0.0,0,0,9.5,0.0,0.0,0.0,32.0,16.0,24.0,24.0,1.79,11.41,0.0,0.0,0.0,49,18,33.5
0.0,0,0,14.5,0.0,0.0,0.0,51.0,23.0,37.0,50.0,2.04,14.09,0.0,0.0,0.0,67,36,51.5
0.0,0,0,2.0,0.0,0.0,0.0,59.0,31.0,45.0,45.0,1.92,7.61,0.0,0.0,0.0,53,33,43.0
0.0,0,0,5.5,0.0,0.0,0.0,47.0,36.0,41.5,41.0,2.19,11.18,0.0,0.0,0.0,56,38,47.0
0.0,0,0,8.0,0.0,0.0,0.0,50.0,38.0,44.0,46.0,2.21,6.49,0.0,0.0,0.0,63,41,52.0
0.0,0,0,5.5,0.0,0.0,0.0,51.0,41.0,46.0,43.0,2.43,8.05,0.0,0.0,0.0,61,42,51.5
0.0,0,0,4.0,0.0,0.0,0.0,59.0,38.0,48.5,45.0,2.26,9.62,0.0,0.0,0.0,50,39,44.5
0.0,0,0,6.0,0.0,0.0,0.0,47.0,42.0,44.5,46.0,3.57,8.95,0.0,0.0,0.0,59,42,50.5
0.0,0,0,6.0,0.0,0.0,0.0,55.0,34.0,44.5,48.0,3.63,4.47,0.0,0.0,0.0,62,39,50.5
0.0,0,0,1.5,0.0,0.0,0.0,71.0,37.0,54.0,55.0,3.83,4.7,0.0,0.0,0.0,72,39,55.5
0.0,0,0,5.5,0.0,0.0,0.0,66.0,48.0,57.0,54.0,3.84,8.72,0.0,0.0,0.0,75,50,62.5
0.0,0,0,4.0,0.0,0.0,0.0,65.0,47.0,56.0,58.0,4.55,10.29,0.0,0.0,0.0,71,49,60.0
0.0,0,0,1.5,0.0,0.0,0.0,75.0,54.0,64.5,62.0,5.83,11.86,0.0,0.0,0.0,76,56,66.0
0.0,0,0,2.0,0.0,0.0,0.0,75.0,49.0,62.0,59.0,5.7,6.93,0.0,0.0,0.0,72,48,60.0
0.0,0,0,4.5,0.0,0.0,0.0,72.0,42.0,57.0,60.0,5.95,7.16,0.0,0.0,0.0,78,45,61.5
0.0,0,0,5.5,0.0,0.0,0.0,58.0,42.0,50.0,53.0,6.19,8.95,0.0,0.0,0.0,67,44,55.5
0.0,0,0,10.0,0.0,0.0,0.0,67.0,49.0,58.0,64.0,6.7,4.7,0.0,0.0,0.0,82,54,68.0
0.0,0,0,5.5,0.0,0.0,0.0,77.0,50.0,63.5,69.0,7.3,3.8,0.0,0.0,0.0,84,54,69.0
0.0,0,0,2.0,0.0,0.0,0.0,80.0,58.0,69.0,65.0,8.37,3.8,0.0,0.0,0.0,80,62,71.0
0.0,0,0,2.5,0.0,0.0,0.0,74.0,54.0,64.0,60.0,9.96,6.71,0.0,0.0,0.0,79,54,66.5
0.0,0,0,5.0,0.0,0.0,0.0,75.0,50.0,62.5,64.0,10.75,4.7,0.0,0.0,0.0,80,55,67.5
0.0,0,0,9.0,0.0,0.0,0.0,82.0,54.0,68.0,62.0,10.18,8.72,0.0,0.0,0.0,67,51,59.0
0.0,0,0,4.5,0.0,0.0,0.0,65.0,48.0,56.5,60.0,9.87,5.37,0.0,0.0,0.0,73,49,61.0
0.0,0,0,10.0,0.0,0.0,0.0,69.0,47.0,58.0,62.0,10.39,4.7,0.0,0.0,0.0,85,51,68.0
0.0,0,0,7.5,0.0,0.0,0.0,80.0,54.0,67.0,73.0,11.18,5.82,0.0,0.0,0.0,90,59,74.5
0.0,0,0,3.5,0.0,0.0,0.0,84.0,55.0,69.5,68.0,13.6,8.28,0.0,0.0,0.0,89,57,73.0
0.0,0,0,6.0,0.0,0.0,0.0,81.0,60.0,70.5,75.0,13.57,11.41,0.0,0.0,0.0,89,64,76.5
0.0,0,0,1.5,0.0,0.0,0.0,89.0,63.0,76.0,80.0,13.7,10.07,0.0,0.0,0.0,90,65,77.5
0.0,0,0,2.5,0.0,0.0,0.0,92.0,67.0,79.5,80.0,14.66,7.38,0.0,0.0,0.0,93,71,82.0
0.0,0,0,3.0,0.0,0.0,0.0,92.0,67.0,79.5,79.0,16.38,7.61,0.0,0.0,0.0,94,71,82.5
0.0,0,0,2.5,0.0,0.0,0.0,92.0,72.0,82.0,78.0,18.72,10.96,0.0,0.0,0.0,95,74,84.5
0.0,0,0,0.5,0.0,0.0,0.0,88.0,66.0,77.0,69.0,17.92,9.62,0.0,0.0,0.0,86,69,77.5
0.0,0,0,8.5,0.0,0.0,0.0,80.0,65.0,72.5,75.0,17.7,5.59,0.0,0.0,0.0,93,69,81.0
0.0,0,0,2.5,0.0,0.0,0.0,89.0,64.0,76.5,74.0,19.71,6.71,0.0,0.0,0.0,91,67,79.0
0.0,0,0,3.5,0.0,0.0,0.0,87.0,63.0,75.0,74.0,20.37,4.92,0.0,0.0,0.0,94,63,78.5
0.0,0,0,0.5,0.0,0.0,0.0,88.0,64.0,76.0,73.0,20.5,9.17,0.0,0.0,0.0,88,63,75.5
0.0,0,0,5.5,0.0,0.0,0.0,87.0,67.0,77.0,72.0,18.59,10.74,0.0,0.0,0.0,82,61,71.5
0.0,0,0,2.0,0.0,0.0,0.0,79.0,55.0,67.0,61.0,17.91,9.4,0.0,0.0,0.0,76,54,65.0
0.0,0,0,2.0,0.0,0.0,0.0,74.0,49.0,61.5,61.0,17.32,4.7,0.0,0.0,0.0,77,50,63.5
0.0,0,0,5.0,0.0,0.0,0.0,74.0,59.0,66.5,68.0,16.87,12.08,0.0,0.0,0.0,82,61,71.5
0.0,0,0,1.0,0.0,0.0,0.0,79.0,63.0,71.0,68.0,16.47,10.74,0.0,0.0,0.0,79,61,70.0
0.0,0,0,5.5,0.0,0.0,0.0,75.0,55.0,65.0,66.0,16.6,6.26,0.0,0.0,0.0,84,57,70.5
0.0,0,0,4.0,0.0,0.0,0.0,83.0,57.0,70.0,71.0,17.4,6.49,0.0,0.0,0.0,87,61,74.0
0.0,0,0,2.0,0.0,0.0,0.0,88.0,66.0,77.0,72.0,17.69,6.04,0.0,0.0,0.0,89,69,79.0
0.0,0,0,10.5,0.0,0.0,0.0,84.0,65.0,74.5,79.0,18.84,9.4,0.0,0.0,0.0,97,73,85.0
0.0,0,0,6.0,0.0,0.0,0.0,95.0,78.0,86.5,85.0,19.83,9.62,0.0,0.0,0.0,104,81,92.5
0.0,0,0,2.0,0.0,0.0,0.0,105.0,82.0,93.5,86.0,20.28,11.18,0.0,0.0,0.0,100,83,91.5
0.0,0,0,3.5,0.0,0.0,0.0,102.0,78.0,90.0,86.0,20.2,8.5,0.0,0.0,0.0,98,75,86.5
0.0,0,0,1.5,0.0,0.0,0.0,92.0,68.0,80.0,76.0,19.66,11.86,0.0,0.0,0.0,87,70,78.5
0.0,0,0,0.5,0.0,0.0,0.0,86.0,64.0,75.0,70.0,19.53,10.07,0.0,0.0,0.0,86,63,74.5
0.0,0,0,3.5,0.0,0.0,0.0,84.0,61.0,72.5,72.0,19.58,7.38,0.0,0.0,0.0,89,63,76.0
0.0,0,0,4.5,0.0,0.0,0.0,82.0,68.0,75.0,76.0,21.23,4.03,0.0,0.0,0.0,89,70,79.5
0.0,0,0,5.0,0.0,0.0,0.0,87.0,67.0,77.0,78.0,21.27,5.59,0.0,0.0,0.0,95,69,82.0
0.0,0,0,5.0,0.0,0.0,0.0,86.0,70.0,78.0,79.0,22.07,5.82,0.0,0.0,0.0,96,70,83.0
0.0,0,0,0.0,0.0,0.0,0.0,95.0,74.0,84.5,81.0,22.6,8.95,0.0,0.0,0.0,95,74,84.5
0.0,0,0,2.5,0.0,0.0,0.0,83.0,71.0,77.0,71.0,22.8,8.05,0.0,0.0,0.0,86,73,79.5
0.0,0,0,3.0,0.0,0.0,0.0,84.0,69.0,76.5,73.0,23.27,7.38,0.0,0.0,0.0,88,71,79.5
0.0,0,0,3.5,0.0,0.0,0.0,88.0,70.0,79.0,76.0,23.53,7.16,0.0,0.0,0.0,93,72,82.5
0.0,0,0,2.5,0.0,0.0,0.0,93.0,75.0,84.0,80.0,23.7,7.16,0.0,0.0,0.0,98,75,86.5
0.0,0,0,0.0,0.0,0.0,0.0,95.0,78.0,86.5,82.0,23.98,11.18,0.0,0.0,0.0,96,77,86.5
0.0,0,0,0.5,0.0,0.0,0.0,97.0,78.0,87.5,82.0,24.02,10.29,0.0,0.0,0.0,95,79,87.0
0.0,0,0,5.0,0.0,0.0,0.0,80.0,61.0,70.5,68.0,23.7,5.37,0.0,0.0,0.0,89,62,75.5
0.0,0,0,2.5,0.0,0.0,0.0,89.0,64.0,76.5,71.0,23.7,8.05,0.0,0.0,0.0,83,65,74.0
0.0,0,0,4.0,0.0,0.0,0.0,80.0,60.0,70.0,67.0,23.65,7.83,0.0,0.0,0.0,88,60,74.0
0.0,0,0,2.0,0.0,0.0,0.0,90.0,66.0,78.0,76.0,23.09,8.28,0.0,0.0,0.0,82,70,76.0
0.0,0,0,6.5,0.0,0.0,0.0,80.0,70.0,75.0,71.0,22.67,8.5,0.0,0.0,0.0,90,73,81.5
0.0,0,0,5.5,0.0,0.0,0.0,83.0,66.0,74.5,70.0,22.46,5.59,0.0,0.0,0.0,91,69,80.0
0.0,0,0,2.5,0.0,0.0,0.0,88.0,73.0,80.5,78.0,22.42,5.82,0.0,0.0,0.0,88,68,78.0
0.0,0,0,8.0,0.0,0.0,0.0,81.0,69.0,75.0,77.0,22.53,9.84,0.0,0.0,0.0,92,74,83.0
0.0,0,0,6.5,0.0,0.0,0.0,93.0,75.0,84.0,77.0,22.3,10.96,0.0,0.0,0.0,87,68,77.5
0.0,0,0,3.0,0.0,0.0,0.0,83.0,60.0,71.5,65.0,22.21,8.5,0.0,0.0,0.0,80,57,68.5
0.0,0,0,1.5,0.0,0.0,0.0,78.0,55.0,66.5,68.0,21.86,6.49,0.0,0.0,0.0,82,54,68.0
0.0,0,0,2.5,0.0,0.0,0.0,83.0,55.0,69.0,66.0,22.1,4.25,0.0,0.0,0.0,84,59,71.5
0.0,0,0,3.5,0.0,0.0,0.0,83.0,60.0,71.5,65.0,22.13,4.92,0.0,0.0,0.0,88,62,75.0
0.0,0,0,3.5,0.0,0.0,0.0,85.0,60.0,72.5,67.0,22.39,6.04,0.0,0.0,0.0,90,62,76.0
0.0,0,0,3.5,0.0,0.0,0.0,90.0,66.0,78.0,72.0,21.97,12.08,0.0,0.0,0.0,82,67,74.5
0.0,0,0,1.0,0.0,0.0,0.0,66.0,49.0,57.5,54.0,19.65,8.5,0.0,0.0,0.0,69,48,58.5
0.0,0,0,5.5,0.0,0.0,0.0,69.0,52.0,60.5,57.0,19.73,9.62,0.0,0.0,0.0,64,46,55.0
0.0,0,0,4.5,0.0,0.0,0.0,64.0,45.0,54.5,54.0,18.89,4.25,0.0,0.0,0.0,73,45,59.0
0.0,0,0,3.5,0.0,0.0,0.0,71.0,52.0,61.5,62.0,19.09,5.59,0.0,0.0,0.0,77,53,65.0
0.0,0,0,5.5,0.0,0.0,0.0,79.0,56.0,67.5,66.0,18.93,11.41,0.0,0.0,0.0,83,63,73.0
0.0,0,0,3.5,0.0,0.0,0.0,84.0,55.0,69.5,61.0,18.94,8.72,0.0,0.0,0.0,79,53,66.0
0.0,0,0,0.5,0.0,0.0,0.0,78.0,54.0,66.0,60.0,18.57,6.71,0.0,0.0,0.0,77,54,65.5
0.0,0,0,2.5,0.0,0.0,0.0,63.0,45.0,54.0,51.0,17.43,5.59,0.0,0.0,0.0,69,44,56.5
0.0,0,0,4.0,0.0,0.0,0.0,49.0,30.0,39.5,35.0,16.27,3.36,0.0,0.0,0.0,58,29,43.5
0.0,0,0,3.5,0.0,0.0,0.0,57.0,35.0,46.0,41.0,16.05,4.7,0.0,0.0,0.0,62,37,49.5
0.0,0,0,3.0,0.0,0.0,0.0,64.0,42.0,53.0,50.0,15.84,5.82,0.0,0.0,0.0,69,43,56.0
0.0,0,0,3.5,0.0,0.0,0.0,70.0,44.0,57.0,52.0,15.67,9.4,0.0,0.0,0.0,76,45,60.5
0.0,0,0,4.0,0.0,0.0,0.0,76.0,50.0,63.0,53.0,15.69,7.61,0.0,0.0,0.0,81,53,67.0
0.0,0,0,3.0,0.0,0.0,0.0,77.0,51.0,64.0,54.0,15.97,7.61,0.0,0.0,0.0,81,53,67.0
0.0,0,0,1.5,0.0,0.0,0.0,81.0,54.0,67.5,61.0,15.73,11.41,0.0,0.0,0.0,80,58,69.0
0.0,0,0,3.5,0.0,0.0,0.0,74.0,47.0,60.5,50.0,15.61,5.14,0.0,0.0,0.0,78,50,64.0
0.0,0,0,0.5,0.0,0.0,0.0,70.0,45.0,57.5,48.0,15.29,7.38,0.0,0.0,0.0,69,47,58.0
0.0,0,0,7.5,0.0,0.0,0.0,62.0,45.0,53.5,55.0,14.42,8.5,0.0,0.0,0.0,73,49,61.0
0.0,0,0,1.0,0.0,0.0,0.0,73.0,43.0,58.0,45.0,14.36,3.58,0.0,0.0,0.0,71,43,57.0
0.0,0,0,5.0,0.0,0.0,0.0,73.0,42.0,57.5,45.0,14.6,7.83,0.0,0.0,0.0,79,46,62.5
0.0,0,0,7.0,0.0,0.0,0.0,79.0,45.0,62.0,50.0,14.94,9.62,0.0,0.0,0.0,83,55,69.0
0.0,0,0,3.0,0.0,0.0,0.0,55.0,35.0,45.0,38.0,13.36,7.38,0.0,0.0,0.0,60,36,48.0
0.0,0,0,10.5,0.0,0.0,0.0,61.0,37.0,49.0,53.0,12.89,14.99,0.0,0.0,0.0,74,45,59.5
0.0,0,0,4.5,0.0,0.0,0.0,75.0,50.0,62.5,53.0,12.64,7.83,0.0,0.0,0.0,63,53,58.0
0.0,0,0,7.5,0.0,0.0,0.0,48.0,30.0,39.0,33.0,10.89,9.84,0.0,0.0,0.0,60,33,46.5
0.0,0,0,6.0,0.0,0.0,0.0,47.0,25.0,36.0,27.0,9.36,14.76,0.0,0.0,0.0,33,27,30.0
0.0,0,0,2.0,0.0,0.0,0.0,34.0,23.0,28.5,25.0,9.18,11.18,0.0,0.0,0.0,33,20,26.5
0.0,0,0,0.5,0.0,0.0,0.0,35.0,21.0,28.0,30.0,8.99,11.18,0.0,0.0,0.0,37,20,28.5
0.0,0,0,5.0,0.0,0.0,0.0,41.0,30.0,35.5,38.0,8.94,13.42,0.0,0.0,0.0,50,31,40.5
0.0,0,0,8.0,0.0,0.0,0.0,43.0,23.0,33.0,25.0,8.68,10.96,0.0,0.0,0.0,32,18,25.0
0.0,0,0,0.5,0.0,2.0,2.0,26.0,15.0,20.5,22.0,7.84,6.93,0.0,0.0,2.0,28,14,21.0
0.0,0,0,0.0,0.0,0.0,2.0,29.0,20.0,24.5,27.0,7.63,7.61,0.0,0.0,1.0,31,18,24.5
0.0,0,0,4.5,0.0,0.0,2.0,31.0,15.0,23.0,23.0,7.47,5.82,0.0,0.0,1.0,37,18,27.5
0.0,0,0,1.0,0.0,0.0,1.0,36.0,20.0,28.0,26.0,7.31,10.29,0.0,0.0,1.0,34,20,27.0
0.0,0,0,1.5,0.0,0.0,0.0,40.0,34.0,37.0,38.0,6.77,12.3,0.0,0.0,0.0,48,29,38.5
0.0,0,0,2.5,0.0,0.0,0.0,49.0,34.0,41.5,41.0,6.73,14.09,0.0,0.0,0.0,53,35,44.0
0.0,0,0,12.0,0.0,0.0,0.0,54.0,27.0,40.5,29.0,6.58,11.63,0.0,0.0,0.0,35,22,28.5
0.0,0,0,2.0,0.0,0.0,0.0,35.0,16.0,25.5,24.0,6.38,8.5,0.0,0.0,0.0,36,19,27.5
0.0,0,0,3.5,0.0,0.0,0.0,36.0,24.0,30.0,28.0,6.17,10.96,0.0,0.0,0.0,33,20,26.5
0.0,0,0,1.5,0.0,0.0,0.0,36.0,14.0,25.0,24.0,5.96,10.07,0.0,0.0,0.0,34,13,23.5
0.0,0,0,10.5,0.0,0.0,0.0,38.0,22.0,30.0,38.0,5.81,8.5,0.0,0.0,0.0,49,32,40.5
0.0,0,0,6.5,0.0,0.0,0.0,50.0,22.0,36.0,43.0,5.72,8.5,0.0,0.0,0.0,50,35,42.5
0.0,0,0,2.5,0.0,0.0,1.0,28.0,11.0,19.5,16.0,5.53,3.13,0.0,0.0,2.0,33,11,22.0
0.0,0,0,11.0,0.0,0.0,1.0,35.0,16.0,25.5,31.0,5.47,13.2,0.0,0.0,1.0,48,25,36.5
0.0,0,0,3.0,0.0,0.0,0.0,49.0,30.0,39.5,40.0,5.43,11.86,0.0,0.0,0.0,48,25,36.5
0.0,0,0,11.0,0.0,0.0,0.0,36.0,24.0,30.0,28.0,5.35,11.63,0.0,0.0,0.0,57,25,41.0
0.0,0,0,7.5,0.0,0.0,0.0,52.0,25.0,38.5,40.0,5.14,10.74,0.0,0.0,0.0,57,35,46.0
0.0,0,0,3.0,0.0,0.0,0.0,52.0,26.0,39.0,28.0,4.93,9.84,0.0,0.0,0.0,43,29,36.0
0.0,0,0,5.0,0.0,0.0,0.0,44.0,22.0,33.0,26.0,4.69,14.09,0.0,0.0,0.0,33,23,28.0
0.0,0,0,1.5,0.0,0.0,0.0,34.0,18.0,26.0,20.0,4.63,10.29,0.0,0.0,0.0,31,18,24.5
0.0,0,0,7.5,0.0,0.0,1.0,4.0,-5.0,-0.5,3.0,4.22,13.2,0.0,0.0,1.0,14,0,7.0
0.0,0,0,2.5,0.0,0.0,1.0,37.0,25.0,31.0,26.0,3.66,6.26,0.0,0.0,0.0,42,25,33.5
0.0,0,0,1.0,0.0,0.0,0.0,39.0,17.0,28.0,19.0,3.56,5.59,0.0,0.0,0.0,36,18,27.0
0.0,0,0,5.0,0.0,0.0,0.0,30.0,18.0,24.0,23.0,3.47,8.28,0.0,0.0,0.0,38,20,29.0
0.0,0,0,6.0,0.0,0.0,0.0,36.0,22.0,29.0,34.0,3.34,17.9,0.0,0.0,0.0,37,33,35.0
0.0,0,0,3.0,0.0,0.0,0.0,37.0,29.0,33.0,30.0,3.24,20.36,0.0,0.0,0.0,34,26,30.0
0.0,0,0,0.0,0.0,0.0,0.0,33.0,20.0,26.5,21.0,3.18,13.2,0.0,0.0,0.0,31,22,26.5
0.0,0,0,1.0,0.0,0.0,0.0,29.0,17.0,23.0,18.0,3.13,10.29,0.0,0.0,0.0,31,17,24.0
0.0,0,0,1.5,0.0,0.0,0.0,30.0,17.0,23.5,19.0,3.1,7.61,0.0,0.0,0.0,29,15,22.0
0.0,0,0,1.5,0.0,0.0,0.0,30.0,12.0,21.0,14.0,2.78,6.26,0.0,0.0,0.0,33,12,22.5
0.0,0,0,3.0,0.0,0.0,0.0,31.0,14.0,22.5,19.0,2.75,11.18,0.0,0.0,0.0,36,15,25.5
0.0,0,0,1.5,0.0,0.0,0.0,37.0,21.0,29.0,21.0,2.11,21.47,0.0,0.0,0.0,33,22,27.5
0.0,0,0,0.0,0.0,0.0,0.0,27.0,15.0,21.0,15.0,1.91,9.4,0.0,0.3,0.0,27,15,21.0
0.0,0,0,0.5,0.0,0.0,0.0,27.0,13.0,20.0,21.0,1.86,5.82,0.0,0.1,0.0,25,16,20.5
0.0,0,0,9.0,0.0,0.0,1.0,25.0,10.0,17.5,25.0,1.64,13.2,0.0,0.0,0.0,31,22,26.5
0.0,0,0,1.5,0.0,0.0,1.0,31.0,13.0,22.0,14.0,1.6,6.93,0.0,0.0,0.0,30,11,20.5
0.0,0,0,9.5,0.0,0.0,5.0,30.0,16.0,23.0,19.0,1.45,6.71,0.0,0.0,3.0,44,21,32.5
0.0,0,0,4.5,0.0,0.0,4.0,47.0,19.0,33.0,34.0,1.45,13.2,0.0,0.0,2.0,47,28,37.5
0.0,0,0,8.5,0.0,0.0,3.0,47.0,18.0,32.5,19.0,1.48,11.63,0.0,0.0,1.0,28,20,24.0
0.0,0,0,9.0,0.0,0.0,2.0,29.0,18.0,23.5,28.0,1.51,14.09,0.0,0.0,1.0,43,22,32.5
0.0,0,0,4.0,0.0,0.0,0.0,18.0,4.0,11.0,16.0,1.38,4.47,0.0,0.0,0.0,23,7,15.0
0.0,0,0,7.5,0.0,0.0,0.0,24.0,12.0,18.0,22.0,1.33,12.53,0.0,0.0,0.0,35,16,25.5
