target,garden_didrain,ohare_didrain,tmpdiff,garden_prcp,garden_snfall,garden_sndpth,garden_maxtmp,garden_mintmp,garden_medtmp,garden_tobs,lake_temp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_maxtmp,ohare_mintmp,ohare_medtmp
0.58,1,0,7.0,0.58,0.0,0.0,76.0,69.0,72.5,72.0,23.28,6.49,0.0,0.0,0.0,89,70,79.5
0.05,1,0,4.0,0.05,0.0,0.0,84.0,71.0,77.5,74.0,23.65,6.04,0.0,0.0,0.0,90,73,81.5
0.68,1,0,4.0,0.68,0.0,0.0,86.0,70.0,78.0,73.0,23.85,9.17,0.0,0.0,0.0,83,65,74.0
0.51,1,0,6.0,0.51,0.0,0.0,83.0,66.0,74.5,76.0,22.44,5.59,0.0,0.0,0.0,88,73,80.5
1.08,1,0,1.5,1.08,0.0,0.0,68.0,55.0,61.5,57.0,20.15,13.87,0.0,0.0,0.0,65,55,60.0
0.23,1,0,14.5,0.23,0.0,0.0,86.0,53.0,69.5,55.0,17.93,12.53,0.0,0.0,0.0,66,44,55.0
0.1,1,0,6.0,0.1,0.0,0.0,67.0,55.0,61.0,58.0,16.96,12.08,0.0,0.0,0.0,60,50,55.0
0.42,1,0,1.5,0.42,0.0,0.0,50.0,31.0,40.5,38.0,16.47,10.07,0.0,0.0,0.0,52,32,42.0
0.37,1,0,1.0,0.37,0.0,0.0,60.0,41.0,50.5,48.0,14.85,10.07,0.0,0.0,0.0,53,46,49.5
0.02,1,0,6.0,0.02,0.0,0.0,52.0,41.0,46.5,46.0,14.66,5.82,0.0,0.0,0.0,63,42,52.5
0.02,1,0,0.0,0.02,0.0,0.0,56.0,36.0,46.0,40.0,13.52,11.18,0.0,0.0,0.0,56,36,46.0
0.11,1,0,10.5,0.11,0.0,0.0,41.0,33.0,37.0,35.0,11.65,8.5,0.0,0.0,0.0,60,35,47.5
0.19,1,0,15.5,0.19,0.0,0.0,72.0,42.0,57.0,43.0,11.04,17.22,0.0,0.0,0.0,49,34,41.5
0.03,1,0,5.0,0.03,0.0,0.0,52.0,35.0,43.5,38.0,8.85,13.87,0.0,0.0,0.0,47,30,38.5
0.01,1,0,6.0,0.01,0.0,0.0,33.0,20.0,26.5,26.0,8.49,17.0,0.0,0.0,0.0,48,17,32.5
0.02,1,0,0.5,0.02,0.0,0.0,38.0,34.0,36.0,36.0,6.9,7.16,0.0,0.0,0.0,39,34,36.5
0.44,1,0,8.0,0.44,2.0,2.0,41.0,17.0,29.0,21.0,5.59,6.26,0.0,0.0,2.0,29,13,21.0
0.12,1,0,3.5,0.12,0.0,3.0,44.0,25.0,34.5,36.0,3.78,11.18,0.0,0.0,1.0,45,31,38.0
0.02,1,0,2.0,0.02,0.5,0.0,28.0,14.0,21.0,16.0,2.82,11.41,0.0,0.2,0.0,30,16,23.0
0.05,1,0,1.0,0.05,0.0,0.0,36.0,32.0,34.0,34.0,2.47,9.4,0.0,0.0,0.0,38,32,35.0
0.01,1,0,0.5,0.01,0.0,0.0,25.0,8.0,16.5,10.0,1.85,8.72,0.0,0.1,0.0,21,11,16.0
0.03,1,0,1.0,0.03,0.5,1.0,19.0,5.0,12.0,10.0,1.69,12.97,0.0,0.0,0.0,23,3,13.0
0.18,1,0,1.0,0.18,2.5,5.0,29.0,25.0,27.0,28.0,1.49,8.95,0.0,0.0,4.0,30,26,28.0
0.32,1,0,23.5,0.32,0.0,0.0,60.0,4.0,32.0,6.0,1.49,15.21,0.0,0.0,0.0,13,4,8.5
0.15,1,0,5.0,0.15,0.0,0.0,36.0,13.0,24.5,14.0,1.32,13.42,0.0,0.0,0.0,29,10,19.5
0.07,1,0,2.5,0.07,0.0,0.0,48.0,37.0,42.5,42.0,0.75,11.63,0.0,0.0,0.0,47,33,40.0
0.01,1,0,5.0,0.01,0.0,0.0,56.0,39.0,47.5,45.0,0.83,7.61,0.0,0.0,0.0,65,40,52.5
0.13,1,0,12.0,0.13,0.0,0.0,71.0,43.0,57.0,45.0,1.47,13.87,0.0,0.0,0.0,54,36,45.0
0.01,1,0,6.0,0.01,0.0,0.0,52.0,35.0,43.5,49.0,1.46,12.97,0.0,0.0,0.0,60,39,49.5
0.09,1,0,4.5,0.09,0.0,0.0,64.0,38.0,51.0,43.0,1.8,9.17,0.0,0.0,0.0,54,39,46.5
0.01,1,0,1.0,0.01,0.0,0.0,55.0,39.0,47.0,44.0,2.03,11.18,0.0,0.0,0.0,53,39,46.0
0.1,1,0,4.0,0.1,0.0,0.0,60.0,38.0,49.0,41.0,2.59,12.08,0.0,0.0,0.0,52,38,45.0
0.02,1,0,0.5,0.02,0.0,0.0,48.0,36.0,42.0,42.0,2.6,7.83,0.0,0.0,0.0,50,35,42.5
0.02,1,0,12.5,0.02,0.0,0.0,87.0,50.0,68.5,74.0,3.96,12.97,0.0,0.0,0.0,90,72,81.0
0.94,1,0,8.5,0.94,0.0,0.0,62.0,52.0,57.0,60.0,3.96,8.95,0.0,0.0,0.0,77,54,65.5
1.3,1,0,2.0,1.3,0.0,0.0,54.0,42.0,48.0,51.0,4.25,11.41,0.0,0.0,0.0,60,40,50.0
0.21,1,0,0.5,0.21,0.0,0.0,81.0,40.0,60.5,61.0,5.3,11.41,0.0,0.0,0.0,67,55,61.0
0.05,1,0,2.5,0.05,0.0,0.0,59.0,42.0,50.5,47.0,6.86,8.28,0.0,0.0,0.0,61,45,53.0
0.01,1,0,3.0,0.01,0.0,0.0,68.0,47.0,57.5,50.0,7.94,6.93,0.0,0.0,0.0,69,52,60.5
1.47,1,0,4.0,1.47,0.0,0.0,79.0,60.0,69.5,65.0,9.39,7.16,0.0,0.0,0.0,79,68,73.5
0.09,1,0,1.5,0.09,0.0,0.0,76.0,58.0,67.0,73.0,9.9,9.17,0.0,0.0,0.0,79,58,68.5
0.02,1,0,1.5,0.02,0.0,0.0,76.0,51.0,63.5,62.0,9.98,5.82,0.0,0.0,0.0,75,55,65.0
0.95,1,0,6.5,0.95,0.0,0.0,88.0,69.0,78.5,75.0,15.63,14.54,0.0,0.0,0.0,83,61,72.0
0.17,1,0,6.0,0.17,0.0,0.0,95.0,68.0,81.5,72.0,20.5,11.18,0.0,0.0,0.0,85,66,75.5
0.19,1,0,1.0,0.19,0.0,0.0,85.0,70.0,77.5,74.0,21.36,6.26,0.0,0.0,0.0,84,69,76.5
0.47,1,0,8.5,0.47,0.0,0.0,90.0,66.0,78.0,69.0,21.34,8.5,0.0,0.0,0.0,77,62,69.5
0.56,1,0,5.5,0.56,0.0,0.0,83.0,66.0,74.5,67.0,22.45,7.61,0.0,0.0,0.0,78,60,69.0
0.11,1,0,5.0,0.11,0.0,0.0,78.0,49.0,63.5,53.0,20.43,12.75,0.0,0.0,0.0,67,50,58.5
0.05,1,0,1.0,0.05,0.0,0.0,73.0,51.0,62.0,55.0,15.4,9.4,0.0,0.0,0.0,73,49,61.0
0.04,1,0,4.0,0.04,0.0,0.0,71.0,52.0,61.5,55.0,15.55,9.4,0.0,0.0,0.0,70,45,57.5
0.07,1,0,5.0,0.07,0.0,0.0,50.0,36.0,43.0,40.0,12.71,6.93,0.0,0.0,0.0,59,37,48.0
0.01,1,0,3.0,0.01,0.0,0.0,49.0,29.0,39.0,36.0,12.29,8.28,0.0,0.0,0.0,57,27,42.0
0.06,1,0,4.5,0.06,0.0,0.0,48.0,40.0,44.0,41.0,11.19,9.62,0.0,0.0,0.0,58,39,48.5
0.07,1,0,9.0,0.07,1.5,3.0,22.0,12.0,17.0,22.0,3.34,4.7,0.0,0.0,2.0,35,17,26.0
0.12,1,0,17.5,0.12,0.0,0.0,63.0,26.0,44.5,26.0,2.64,20.36,0.0,0.0,0.0,39,15,27.0
0.4,1,0,9.0,0.4,4.0,8.0,30.0,18.0,24.0,18.0,2.42,14.99,0.0,0.0,5.0,24,6,15.0
0.28,1,0,7.5,0.28,3.5,4.0,35.0,8.0,21.5,10.0,1.24,14.99,0.0,0.3,2.0,27,1,14.0
0.19,1,0,2.5,0.19,3.0,6.0,26.0,2.0,14.0,26.0,1.21,10.29,0.0,0.3,4.0,27,6,16.5
0.08,1,0,15.0,0.08,0.0,0.0,67.0,54.0,60.5,60.0,1.24,25.72,0.0,0.0,0.0,60,31,45.5
0.01,1,0,10.0,0.01,0.0,0.0,61.0,28.0,44.5,29.0,1.24,19.46,0.0,0.0,0.0,43,26,34.5
0.18,1,0,6.0,0.18,0.5,1.0,36.0,29.0,32.5,33.0,1.44,8.5,0.0,0.9,0.0,47,30,38.5
0.02,1,0,2.5,0.02,0.0,0.0,46.0,35.0,40.5,39.0,1.79,11.86,0.0,0.0,0.0,52,34,43.0
0.02,1,0,4.0,0.02,0.0,0.0,52.0,36.0,44.0,43.0,1.96,6.71,0.0,0.0,0.0,60,36,48.0
0.05,1,0,7.5,0.05,0.0,0.0,52.0,34.0,43.0,45.0,1.82,4.47,0.0,0.0,0.0,66,35,50.5
0.07,1,0,3.5,0.07,0.0,0.0,74.0,44.0,59.0,51.0,2.58,9.17,0.0,0.0,0.0,68,43,55.5
0.03,1,0,5.5,0.03,0.0,0.0,73.0,43.0,58.0,47.0,3.64,14.32,0.0,0.0,0.0,63,42,52.5
0.02,1,0,9.0,0.02,0.0,0.0,51.0,32.0,41.5,48.0,3.57,11.86,0.0,0.0,0.0,68,33,50.5
1.45,1,0,8.5,1.45,0.0,0.0,76.0,49.0,62.5,61.0,4.0,9.17,0.0,0.0,0.0,66,42,54.0
0.01,1,0,0.5,0.01,0.0,0.0,64.0,39.0,51.5,54.0,4.06,8.5,0.0,0.0,0.0,63,39,51.0
0.21,1,0,8.5,0.21,0.0,0.0,57.0,48.0,52.5,54.0,6.46,11.18,0.0,0.0,0.0,70,52,61.0
0.01,1,0,8.5,0.01,0.0,0.0,80.0,50.0,65.0,54.0,10.0,9.4,0.0,0.0,0.0,68,45,56.5
0.02,1,0,3.5,0.02,0.0,0.0,82.0,64.0,73.0,76.0,11.62,6.04,0.0,0.0,0.0,88,65,76.5
0.06,1,0,4.0,0.06,0.0,0.0,84.0,62.0,73.0,75.0,14.95,5.37,0.0,0.0,0.0,90,64,77.0
0.02,1,0,8.0,0.02,0.0,0.0,65.0,49.0,57.0,62.0,14.05,6.71,0.0,0.0,0.0,77,53,65.0
0.03,1,0,1.0,0.03,0.0,0.0,79.0,59.0,69.0,67.0,14.21,9.4,0.0,0.0,0.0,81,59,70.0
0.12,1,0,9.0,0.12,0.0,0.0,85.0,55.0,70.0,59.0,14.06,10.51,0.0,0.0,0.0,69,53,61.0
1.04,1,0,3.0,1.04,0.0,0.0,90.0,64.0,77.0,69.0,18.63,8.72,0.0,0.0,0.0,82,66,74.0
0.52,1,0,6.0,0.52,0.0,0.0,72.0,60.0,66.0,64.0,18.43,6.26,0.0,0.0,0.0,83,61,72.0
0.07,1,0,5.5,0.07,0.0,0.0,89.0,70.0,79.5,73.0,20.01,11.41,0.0,0.0,0.0,82,66,74.0
0.02,1,0,4.0,0.02,0.0,0.0,77.0,57.0,67.0,64.0,19.06,10.74,0.0,0.0,0.0,73,53,63.0
0.39,1,0,1.0,0.39,0.0,0.0,76.0,61.0,68.5,65.0,19.31,7.61,0.0,0.0,0.0,76,63,69.5
0.03,1,0,1.0,0.03,0.0,0.0,71.0,60.0,65.5,65.0,18.8,9.4,0.0,0.0,0.0,72,61,66.5
0.16,1,0,2.5,0.16,0.0,0.0,74.0,64.0,69.0,68.0,18.32,7.16,0.0,0.0,0.0,81,62,71.5
0.02,1,0,1.5,0.02,0.0,0.0,70.0,62.0,66.0,64.0,17.28,8.05,0.0,0.0,0.0,74,61,67.5
0.01,1,0,1.0,0.01,0.0,0.0,72.0,58.0,65.0,59.0,17.15,10.29,0.0,0.0,0.0,71,57,64.0
0.74,1,0,13.0,0.74,0.0,0.0,88.0,56.0,72.0,58.0,17.36,10.07,0.0,0.0,0.0,68,50,59.0
0.02,1,0,5.0,0.02,0.0,0.0,77.0,53.0,65.0,64.0,15.33,10.29,0.0,0.0,0.0,88,52,70.0
0.21,1,0,6.0,0.21,0.0,0.0,60.0,36.0,48.0,38.0,14.18,9.4,0.0,0.0,0.0,49,35,42.0
0.4,1,0,5.5,0.4,3.0,5.0,36.0,19.0,27.5,24.0,8.25,10.07,0.0,0.0,1.0,27,17,22.0
0.03,1,0,1.0,0.03,0.0,0.0,42.0,33.0,37.5,37.0,6.23,3.58,0.0,0.0,0.0,40,33,36.5
0.04,1,0,3.5,0.04,0.0,0.0,39.0,32.0,35.5,34.0,6.0,12.3,0.0,0.0,0.0,35,29,32.0
0.2,1,0,0.0,0.2,0.0,0.0,37.0,32.0,34.5,33.0,4.88,6.93,0.0,0.0,0.0,37,32,34.5
0.57,1,0,3.5,0.57,1.0,1.0,37.0,31.0,34.0,33.0,4.77,10.96,0.0,0.0,1.0,35,26,30.5
0.11,1,0,2.5,0.11,1.7,3.0,33.0,15.0,24.0,17.0,4.32,9.62,0.0,0.5,1.0,27,16,21.5
0.01,1,0,3.5,0.01,0.2,3.0,29.0,13.0,21.0,14.0,4.08,10.74,0.0,0.0,1.0,23,12,17.5
0.17,1,0,7.0,0.17,0.0,0.0,56.0,47.0,51.5,56.0,5.5,6.71,0.0,0.0,0.0,65,52,58.5
0.01,1,0,3.0,0.01,0.0,0.0,61.0,48.0,54.5,53.0,6.52,11.41,0.0,0.0,0.0,65,50,57.5
0.14,1,0,1.0,0.14,0.0,0.0,82.0,55.0,68.5,64.0,8.09,6.71,0.0,0.0,0.0,79,56,67.5
0.02,1,0,1.0,0.02,0.0,0.0,92.0,63.0,77.5,73.0,10.45,6.93,0.0,0.0,0.0,91,66,78.5
0.01,1,0,2.5,0.01,0.0,0.0,76.0,54.0,65.0,71.0,11.54,11.41,0.0,0.0,0.0,78,47,62.5
0.01,1,0,1.0,0.01,0.0,0.0,64.0,46.0,55.0,60.0,10.98,5.82,0.0,0.0,0.0,65,47,56.0
0.01,1,0,2.0,0.01,0.0,0.0,64.0,39.0,51.5,50.0,11.19,6.49,0.0,0.0,0.0,64,43,53.5
0.13,1,0,8.0,0.13,0.0,0.0,62.0,57.0,59.5,62.0,11.97,6.71,0.0,0.0,0.0,75,60,67.5
0.8,1,0,2.5,0.8,0.0,0.0,89.0,62.0,75.5,68.0,15.97,10.29,0.0,0.0,0.0,82,64,73.0
0.04,1,0,7.0,0.04,0.0,0.0,99.0,62.0,80.5,70.0,19.07,10.74,0.0,0.0,0.0,83,64,73.5
1.2,1,0,7.5,1.2,0.0,0.0,88.0,65.0,76.5,65.0,19.07,11.18,0.0,0.0,0.0,75,63,69.0
0.01,1,0,6.0,0.01,0.0,0.0,70.0,58.0,64.0,69.0,19.07,8.28,0.0,0.0,0.0,78,62,70.0
0.16,1,0,5.5,0.16,0.0,0.0,72.0,64.0,68.0,71.0,19.55,6.04,0.0,0.0,0.0,81,66,73.5
0.06,1,0,4.5,0.06,0.0,0.0,90.0,71.0,80.5,80.0,22.5,12.3,0.0,0.0,0.0,94,76,85.0
0.01,1,0,7.5,0.01,0.0,0.0,94.0,72.0,83.0,80.0,22.28,6.71,0.0,0.0,0.0,81,70,75.5
0.05,1,0,2.0,0.05,0.0,0.0,80.0,70.0,75.0,74.0,22.94,4.92,0.0,0.0,0.0,86,68,77.0
0.01,1,0,4.0,0.01,0.0,0.0,83.0,67.0,75.0,70.0,22.89,7.61,0.0,0.0,0.0,79,63,71.0
0.01,1,0,6.5,0.01,0.0,0.0,76.0,62.0,69.0,67.0,23.01,8.5,0.0,0.0,0.0,86,65,75.5
0.11,1,0,1.0,0.11,0.0,0.0,75.0,60.0,67.5,66.0,22.31,6.49,0.0,0.0,0.0,79,58,68.5
0.02,1,0,1.0,0.02,0.0,0.0,71.0,52.0,61.5,56.0,21.16,6.93,0.0,0.0,0.0,74,51,62.5
0.04,1,0,2.0,0.04,0.0,0.0,72.0,67.0,69.5,70.0,20.7,7.83,0.0,0.0,0.0,77,66,71.5
0.05,1,0,9.0,0.05,0.0,0.0,89.0,55.0,72.0,57.0,20.93,8.72,0.0,0.0,0.0,68,58,63.0
0.02,1,0,5.0,0.02,0.5,11.0,21.0,-9.0,6.0,-5.0,3.06,5.82,0.0,0.0,14.0,9,-7,1.0
0.22,1,0,10.0,0.22,2.0,12.0,26.0,2.0,14.0,2.0,2.96,10.96,0.0,0.0,16.0,12,-4,4.0
0.02,1,0,6.5,0.02,0.5,14.0,22.0,11.0,16.5,19.0,2.25,8.28,0.0,0.0,13.0,30,16,23.0
0.04,1,0,3.0,0.04,0.0,4.0,36.0,26.0,31.0,27.0,2.12,9.84,0.0,0.0,0.0,34,22,28.0
0.22,1,0,3.5,0.22,0.0,0.0,44.0,28.0,36.0,35.0,2.67,7.16,0.0,0.0,0.0,46,33,39.5
0.27,1,0,22.5,0.27,0.0,0.0,70.0,20.0,45.0,24.0,3.35,18.79,0.0,0.2,0.0,31,14,22.5
0.01,1,0,0.0,0.01,0.5,1.0,32.0,14.0,23.0,18.0,2.95,9.84,0.0,0.0,0.0,32,14,23.0
0.08,1,0,7.5,0.08,0.0,0.0,40.0,29.0,34.5,30.0,2.35,9.17,0.0,0.0,0.0,31,23,27.0
0.15,1,0,0.5,0.15,1.5,2.0,38.0,26.0,32.0,31.0,1.95,5.59,0.0,0.0,1.0,37,28,32.5
0.18,1,0,5.0,0.18,0.0,0.0,45.0,26.0,35.5,27.0,1.95,16.78,0.0,0.0,0.0,35,26,30.5
0.03,1,0,3.5,0.03,0.0,0.0,50.0,33.0,41.5,40.0,3.29,6.93,0.0,0.0,0.0,56,34,45.0
0.16,1,0,3.5,0.16,0.0,0.0,45.0,36.0,40.5,44.0,3.71,7.61,0.0,0.0,0.0,49,39,44.0
0.09,1,0,3.0,0.09,0.0,0.0,45.0,32.0,38.5,41.0,3.8,4.7,0.0,0.0,0.0,52,31,41.5
0.01,1,0,5.0,0.01,0.0,0.0,46.0,31.0,38.5,38.0,4.36,7.38,0.0,0.0,0.0,53,34,43.5
0.01,1,0,5.5,0.01,0.0,0.0,52.0,41.0,46.5,47.0,5.27,13.87,0.0,0.0,0.0,62,42,52.0
0.01,1,0,3.0,0.01,0.0,0.0,60.0,52.0,56.0,54.0,6.33,10.07,0.0,0.0,0.0,58,48,53.0
0.24,1,0,6.0,0.24,0.0,0.0,66.0,47.0,56.5,48.0,6.34,13.42,0.0,0.0,0.0,53,48,50.5
0.03,1,0,7.5,0.03,0.0,0.0,72.0,50.0,61.0,68.0,7.2,10.07,0.0,0.0,0.0,83,54,68.5
0.08,1,0,4.0,0.08,0.0,0.0,69.0,45.0,57.0,55.0,8.37,6.49,0.0,0.0,0.0,74,48,61.0
0.16,1,0,9.0,0.16,0.0,0.0,72.0,48.0,60.0,49.0,7.97,14.09,0.0,0.0,0.0,54,48,51.0
0.01,1,0,8.0,0.01,0.0,0.0,55.0,41.0,48.0,53.0,7.86,13.87,0.0,0.0,0.0,68,44,56.0
0.18,1,0,3.5,0.18,0.0,0.0,70.0,52.0,61.0,57.0,11.14,8.28,0.0,0.0,0.0,65,50,57.5
0.02,1,0,8.0,0.02,0.0,0.0,75.0,58.0,66.5,73.0,12.46,10.07,0.0,0.0,0.0,89,60,74.5
0.25,1,0,0.0,0.25,0.0,0.0,94.0,67.0,80.5,79.0,12.76,12.53,0.0,0.0,0.0,88,73,80.5
1.65,1,0,3.5,1.65,0.0,0.0,68.0,56.0,62.0,63.0,14.34,10.29,0.0,0.0,0.0,75,56,65.5
0.01,1,0,0.5,0.01,0.0,0.0,68.0,47.0,57.5,57.0,13.8,8.72,0.0,0.0,0.0,66,48,57.0
0.02,1,0,3.0,0.02,0.0,0.0,85.0,60.0,72.5,75.0,17.9,7.61,0.0,0.0,0.0,85,66,75.5
0.3,1,0,3.5,0.3,0.0,0.0,83.0,56.0,69.5,60.0,17.75,10.07,0.0,0.0,0.0,74,58,66.0
0.01,1,0,4.0,0.01,0.0,0.0,72.0,55.0,63.5,74.0,17.37,7.38,0.0,0.0,0.0,80,55,67.5
0.15,1,0,8.5,0.15,0.0,0.0,86.0,59.0,72.5,62.0,18.09,12.08,0.0,0.0,0.0,74,54,64.0
0.12,1,0,6.5,0.12,0.0,0.0,81.0,60.0,70.5,69.0,20.11,6.26,0.0,0.0,0.0,86,68,77.0
0.66,1,0,0.5,0.66,0.0,0.0,96.0,69.0,82.5,75.0,22.01,7.61,0.0,0.0,0.0,94,70,82.0
0.03,1,0,0.0,0.03,0.0,0.0,87.0,70.0,78.5,77.0,22.81,6.93,0.0,0.0,0.0,87,70,78.5
0.01,1,0,7.5,0.01,0.0,0.0,76.0,64.0,70.0,74.0,20.88,10.51,0.0,0.0,0.0,88,67,77.5
0.02,1,0,5.0,0.02,0.0,0.0,81.0,57.0,69.0,62.0,20.06,10.29,0.0,0.0,0.0,74,54,64.0
0.14,1,0,0.5,0.14,0.0,0.0,79.0,56.0,67.5,64.0,20.32,6.71,0.0,0.0,0.0,77,57,67.0
0.29,1,0,4.5,0.29,0.0,0.0,72.0,62.0,67.0,67.0,21.59,6.71,0.0,0.0,0.0,79,64,71.5
0.31,1,0,7.0,0.31,0.0,0.0,82.0,50.0,66.0,53.0,19.7,9.4,0.0,0.0,0.0,66,52,59.0
0.08,1,0,9.0,0.08,0.0,0.0,84.0,50.0,67.0,55.0,18.07,10.51,0.0,0.0,0.0,64,52,58.0
0.96,1,0,1.0,0.96,0.0,0.0,48.0,43.0,45.5,45.0,14.94,7.61,0.0,0.0,0.0,54,39,46.5
0.07,1,0,0.0,0.07,0.0,0.0,57.0,38.0,47.5,42.0,13.56,7.61,0.0,0.0,0.0,60,35,47.5
0.05,1,0,12.0,0.05,0.0,0.0,72.0,41.0,56.5,42.0,13.05,11.18,0.0,0.0,0.0,52,37,44.5
0.09,1,0,10.5,0.09,0.0,0.0,65.0,35.0,50.0,43.0,8.81,9.4,0.0,0.0,0.0,46,33,39.5
0.4,1,0,7.5,0.4,0.0,0.0,44.0,28.0,36.0,30.0,7.49,7.61,0.0,0.0,0.0,34,23,28.5
0.05,1,0,10.5,0.05,0.0,0.0,56.0,26.0,41.0,32.0,7.12,11.86,0.0,0.0,0.0,38,23,30.5
0.03,1,0,2.0,0.03,0.4,1.0,18.0,6.0,12.0,10.0,5.36,9.62,0.0,0.0,0.0,20,8,14.0
0.02,1,0,1.0,0.02,3.0,0.0,28.0,12.0,20.0,18.0,4.92,11.41,0.0,0.0,0.0,31,11,21.0
0.26,1,0,4.0,0.26,0.4,0.0,39.0,25.0,32.0,29.0,4.51,13.42,0.0,0.0,0.0,33,23,28.0
0.12,1,0,2.0,0.12,1.0,1.0,25.0,20.0,22.5,25.0,3.55,8.5,0.0,0.0,1.0,32,17,24.5
