target,garden_didrain,ohare_didrain,tmpdiff,garden_prcp,garden_snfall,garden_sndpth,garden_maxtmp,garden_mintmp,garden_medtmp,garden_tobs,lake_temp,ohare_wspd,ohare_prcp,ohare_snfall,ohare_sndpth,ohare_maxtmp,ohare_mintmp,ohare_medtmp
0.11,1,0,0.5,0.11,1.5,4.0,24.0,15.0,19.5,17.0,2.67,9.4,0.0,0.0,3.0,26,14,20.0
0.0,0,0,2.0,0.0,0.0,3.0,26.0,8.0,17.0,10.0,2.63,6.93,0.0,0.0,2.0,25,5,15.0
0.0,0,0,1.5,0.0,0.0,3.0,26.0,9.0,17.5,15.0,2.59,4.7,0.0,0.0,2.0,32,6,19.0
0.0,0,0,1.5,0.0,0.0,2.0,32.0,8.0,20.0,14.0,2.47,4.47,0.0,0.0,2.0,30,7,18.5
0.08,0,1,1.5,0.0,0.0,2.0,34.0,10.0,22.0,20.0,2.39,8.95,0.08,0.8,2.0,34,13,23.5
0.01,1,0,0.5,0.01,0.0,2.0,37.0,20.0,28.5,30.0,2.32,17.22,0.0,0.0,2.0,32,24,28.0
0.0,0,0,2.5,0.0,0.0,2.0,31.0,23.0,27.0,26.0,2.25,10.29,0.0,0.0,2.0,29,20,24.5
0.0,0,0,1.0,0.0,0.0,1.0,31.0,17.0,24.0,19.0,2.2,10.74,0.0,0.0,2.0,34,12,23.0
0.0,0,0,3.0,0.0,0.0,1.0,37.0,18.0,27.5,26.0,2.12,17.0,0.0,0.0,2.0,39,22,30.5
0.0,0,0,3.5,0.0,0.0,1.0,41.0,26.0,33.5,34.0,2.07,8.28,0.0,0.0,1.0,42,32,37.0
0.0,0,0,3.5,0.0,0.0,0.0,42.0,31.0,36.5,32.0,2.02,8.05,0.0,0.0,0.0,35,31,33.0
0.02,0,1,1.5,0.0,0.0,0.0,35.0,29.0,32.0,32.0,1.99,9.17,0.02,0.4,0.0,35,26,30.5
0.02,1,0,7.5,0.02,0.5,0.0,34.0,19.0,26.5,21.0,1.96,18.79,0.0,0.0,0.0,26,12,19.0
0.0,0,0,9.0,0.0,0.0,0.0,28.0,7.0,17.5,2.0,1.93,14.99,0.0,0.0,0.0,14,3,8.5
0.0,0,0,3.0,0.0,0.0,0.0,14.0,2.0,8.0,5.0,1.91,10.29,0.0,0.0,0.0,19,3,11.0
0.0,0,0,3.0,0.0,0.0,0.0,19.0,4.0,11.5,15.0,1.83,12.3,0.0,0.0,0.0,20,9,14.5
0.0,0,0,0.5,0.0,0.0,0.0,20.0,5.0,12.5,7.0,1.78,14.09,0.0,0.0,0.0,19,5,12.0
0.0,0,0,8.5,0.0,0.0,0.0,25.0,6.0,15.5,24.0,1.71,12.97,0.0,0.0,0.0,35,13,24.0
0.0,0,0,4.5,0.0,0.0,0.0,37.0,24.0,30.5,33.0,1.66,18.79,0.0,0.0,0.0,38,14,26.0
0.0,0,0,15.0,0.0,0.0,0.0,39.0,4.0,21.5,5.0,1.57,16.11,0.0,0.0,0.0,14,-1,6.5
0.0,0,0,2.0,0.0,0.0,0.0,12.0,-2.0,5.0,0.0,1.53,11.86,0.0,0.0,0.0,16,-2,7.0
0.0,0,0,4.0,0.0,0.0,0.0,17.0,9.0,13.0,14.0,1.5,11.41,0.0,0.0,0.0,23,11,17.0
0.0,0,0,4.0,0.0,0.0,0.0,23.0,5.0,14.0,11.0,1.45,8.72,0.0,0.0,0.0,30,6,18.0
0.01,1,1,7.0,0.01,0.0,0.0,34.0,11.0,22.5,34.0,1.43,14.99,0.02,0.0,0.0,36,23,29.5
0.0,0,0,0.0,0.0,0.0,0.0,36.0,15.0,25.5,18.0,1.41,5.59,0.0,0.0,0.0,35,16,25.5
0.0,0,0,10.5,0.0,0.0,0.0,30.0,15.0,22.5,23.0,1.41,8.5,0.0,0.0,0.0,47,19,33.0
0.0,0,0,7.0,0.0,0.0,0.0,48.0,22.0,35.0,35.0,1.41,14.99,0.0,0.0,0.0,55,29,42.0
0.0,0,0,6.0,0.0,0.0,0.0,56.0,31.0,43.5,39.0,1.42,10.07,0.0,0.0,0.0,44,31,37.5
0.0,1,1,4.5,0.01,0.0,0.0,42.0,30.0,36.0,35.0,1.4,13.87,0.01,0.0,0.0,50,31,40.5
0.0,0,0,6.0,0.0,0.0,0.0,46.0,23.0,34.5,24.0,1.39,11.86,0.0,0.0,0.0,33,24,28.5
0.0,0,0,10.0,0.0,0.0,0.0,33.0,23.0,28.0,33.0,1.9,10.07,0.0,0.0,0.0,48,28,38.0
0.01,0,1,3.0,0.0,0.0,0.0,49.0,26.0,37.5,35.0,2.04,13.2,0.01,0.0,0.0,51,30,40.5
0.0,0,0,5.0,0.0,0.0,0.0,49.0,25.0,37.0,27.0,2.03,12.08,0.0,0.0,0.0,38,26,32.0
0.0,0,0,6.5,0.0,0.0,0.0,39.0,27.0,33.0,37.0,1.86,12.53,0.0,0.0,0.0,47,32,39.5
0.25,0,1,4.5,0.0,0.0,0.0,43.0,27.0,35.0,28.0,1.76,15.43,0.25,0.0,0.0,33,28,30.5
0.30000000000000004,1,1,2.0,0.4,0.0,0.0,33.0,27.0,30.0,32.0,1.68,10.74,0.1,0.0,0.0,33,31,32.0
0.04,1,0,4.5,0.04,0.3,0.0,33.0,29.0,31.0,30.0,1.38,9.84,0.0,0.0,0.0,32,21,26.5
0.0,0,0,4.0,0.0,0.0,0.0,32.0,9.0,20.5,13.0,1.31,11.86,0.0,0.0,0.0,23,10,16.5
0.0,0,0,3.0,0.0,0.0,0.0,22.0,7.0,14.5,10.0,1.21,7.16,0.0,0.0,0.0,28,7,17.5
0.0,0,0,5.0,0.0,0.0,0.0,28.0,7.0,17.5,19.0,1.25,7.16,0.0,0.0,0.0,33,12,22.5
0.0,0,0,6.5,0.0,0.0,0.0,36.0,14.0,25.0,22.0,1.22,7.16,0.0,0.0,0.0,43,20,31.5
0.06999999999999999,1,1,0.5,0.08,1.8,2.0,40.0,30.0,35.0,33.0,1.18,8.5,0.15,2.0,1.0,38,31,34.5
0.03,0,1,0.5,0.0,0.0,0.0,37.0,30.0,33.5,32.0,1.12,11.18,0.03,0.0,0.0,35,31,33.0
0.29000000000000004,1,1,2.0,0.1,0.0,0.0,35.0,30.0,32.5,30.0,1.06,13.42,0.39,1.5,0.0,35,26,30.5
0.08,1,0,2.0,0.08,1.0,1.0,32.0,18.0,25.0,21.0,1.1,12.97,0.0,0.0,1.0,29,17,23.0
0.0,0,0,3.0,0.0,0.0,1.0,30.0,13.0,21.5,21.0,0.92,8.05,0.0,0.0,1.0,36,13,24.5
0.0,0,0,13.0,0.0,0.0,0.0,35.0,20.0,27.5,35.0,0.86,18.79,0.0,0.0,0.0,51,30,40.5
0.0,0,0,7.5,0.0,0.0,0.0,52.0,35.0,43.5,46.0,0.78,17.22,0.0,0.0,0.0,62,40,51.0
0.0,0,0,4.5,0.0,0.0,0.0,63.0,46.0,54.5,52.0,0.71,17.22,0.0,0.0,0.0,71,47,59.0
0.0,0,0,0.0,0.0,0.0,0.0,72.0,51.0,61.5,57.0,0.83,11.63,0.0,0.0,0.0,72,51,61.5
0.0,0,0,4.0,0.0,0.0,0.0,73.0,39.0,56.0,55.0,0.89,5.37,0.0,0.0,0.0,77,43,60.0
0.0,0,0,0.5,0.0,0.0,0.0,77.0,39.0,58.0,49.0,0.94,6.49,0.0,0.0,0.0,74,43,58.5
0.0,0,0,6.0,0.0,0.0,0.0,64.0,32.0,48.0,47.0,0.99,5.59,0.0,0.0,0.0,71,37,54.0
0.0,0,0,7.0,0.0,0.0,0.0,64.0,35.0,49.5,40.0,1.07,10.96,0.0,0.0,0.0,49,36,42.5
0.0,0,0,10.5,0.0,0.0,0.0,49.0,30.0,39.5,46.0,1.15,10.29,0.0,0.0,0.0,66,34,50.0
0.01,1,1,2.5,0.01,0.0,0.0,54.0,41.0,47.5,56.0,1.25,9.17,0.02,0.0,0.0,55,45,50.0
0.2,1,1,1.5,0.01,0.0,0.0,59.0,38.0,48.5,58.0,1.34,19.69,0.21,0.0,0.0,60,40,50.0
0.07,1,0,4.0,0.07,0.0,0.0,59.0,35.0,47.0,39.0,1.44,13.87,0.0,0.0,0.0,51,35,43.0
0.0,0,0,1.0,0.0,0.0,0.0,50.0,29.0,39.5,41.0,1.56,11.41,0.0,0.0,0.0,47,30,38.5
0.03,1,1,6.5,0.06,0.0,0.0,45.0,34.0,39.5,35.0,1.7,14.09,0.03,0.0,0.0,41,25,33.0
0.0,0,0,3.0,0.0,0.0,0.0,40.0,28.0,34.0,38.0,1.92,8.5,0.0,0.0,0.0,50,24,37.0
0.0,0,0,4.0,0.0,0.0,0.0,46.0,29.0,37.5,46.0,1.97,8.28,0.0,0.0,0.0,58,25,41.5
0.03,0,1,2.5,0.0,0.0,0.0,55.0,37.0,46.0,43.0,1.89,12.75,0.03,0.0,0.0,49,38,43.5
0.30999999999999994,1,1,1.0,0.17,0.0,0.0,47.0,38.0,42.5,39.0,1.85,12.08,0.48,0.0,0.0,45,38,41.5
0.41,1,1,3.0,0.5,0.0,0.0,40.0,36.0,38.0,40.0,1.81,5.14,0.09,0.0,0.0,44,38,41.0
0.09,1,0,2.0,0.09,0.0,0.0,42.0,34.0,38.0,37.0,1.75,6.93,0.0,0.0,0.0,43,37,40.0
0.01,1,0,4.0,0.01,0.0,0.0,42.0,31.0,36.5,37.0,1.7,8.28,0.0,0.0,0.0,47,34,40.5
0.0,0,0,3.0,0.0,0.0,0.0,45.0,34.0,39.5,37.0,1.68,8.95,0.0,0.0,0.0,42,31,36.5
0.01,0,1,2.5,0.0,0.0,0.0,43.0,27.0,35.0,34.0,1.7,8.28,0.01,0.0,0.0,46,29,37.5
0.12,1,0,6.0,0.12,0.0,0.0,44.0,32.0,38.0,35.0,1.76,10.96,0.0,0.0,0.0,55,33,44.0
0.08,1,1,9.5,0.01,0.0,0.0,54.0,34.0,44.0,51.0,1.8,14.99,0.09,0.0,0.0,63,44,53.5
0.14,1,0,9.5,0.14,0.0,0.0,64.0,20.0,42.0,20.0,1.81,16.33,0.0,0.0,0.0,44,21,32.5
0.0,0,0,9.5,0.0,0.0,0.0,32.0,16.0,24.0,24.0,1.79,11.41,0.0,0.0,0.0,49,18,33.5
0.0,0,0,14.5,0.0,0.0,0.0,51.0,23.0,37.0,50.0,2.04,14.09,0.0,0.0,0.0,67,36,51.5
0.04,0,1,7.0,0.0,0.0,0.0,65.0,35.0,50.0,38.0,2.08,11.86,0.04,0.0,0.0,52,34,43.0
0.15,1,0,1.5,0.15,0.0,0.0,47.0,37.0,42.0,40.0,2.08,13.65,0.0,0.0,0.0,48,39,43.5
0.14000000000000012,1,1,0.5,0.95,0.0,0.0,42.0,31.0,36.5,31.0,2.08,21.92,1.09,0.0,0.0,42,32,37.0
0.15000000000000002,1,1,0.5,0.66,0.0,0.0,41.0,31.0,36.0,33.0,2.12,17.67,0.51,0.0,0.0,41,32,36.5
0.69,1,1,12.0,0.02,0.0,0.0,43.0,32.0,37.5,42.0,2.15,12.53,0.71,0.0,0.0,61,38,49.5
0.4400000000000001,1,1,9.5,0.54,0.0,0.0,62.0,36.0,49.0,37.0,2.21,17.9,0.1,0.1,0.0,44,35,39.5
0.07,1,0,10.0,0.07,0.0,0.0,43.0,35.0,39.0,41.0,2.24,15.21,0.0,0.0,0.0,59,39,49.0
0.0,0,0,2.0,0.0,0.0,0.0,59.0,31.0,45.0,45.0,1.92,7.61,0.0,0.0,0.0,53,33,43.0
0.0,0,0,5.5,0.0,0.0,0.0,47.0,36.0,41.5,41.0,2.19,11.18,0.0,0.0,0.0,56,38,47.0
0.0,0,0,8.0,0.0,0.0,0.0,50.0,38.0,44.0,46.0,2.21,6.49,0.0,0.0,0.0,63,41,52.0
0.03,1,1,2.5,0.22,0.0,0.0,58.0,38.0,48.0,43.0,2.32,10.07,0.19,0.0,0.0,60,41,50.5
0.04999999999999993,1,1,15.5,0.54,0.0,0.0,51.0,41.0,46.0,43.0,2.36,21.03,0.59,0.0,0.0,76,47,61.5
0.07,1,0,10.5,0.07,0.0,0.0,76.0,42.0,59.0,43.0,2.39,12.08,0.0,0.0,0.0,55,42,48.5
0.01,0,1,2.0,0.0,0.0,0.0,53.0,39.0,46.0,40.0,2.4,12.3,0.01,0.0,0.0,47,41,44.0
0.030000000000000006,1,1,3.5,0.07,0.0,0.0,47.0,40.0,43.5,41.0,2.42,11.41,0.04,0.0,0.0,52,42,47.0
0.0,0,0,5.5,0.0,0.0,0.0,51.0,41.0,46.0,43.0,2.43,8.05,0.0,0.0,0.0,61,42,51.5
0.0,0,0,4.0,0.0,0.0,0.0,59.0,38.0,48.5,45.0,2.26,9.62,0.0,0.0,0.0,50,39,44.5
0.07,0,1,8.5,0.0,0.0,0.0,47.0,30.0,38.5,41.0,2.4,8.28,0.07,0.0,0.0,62,32,47.0
0.07,1,1,3.0,0.08,0.0,0.0,64.0,37.0,50.5,42.0,2.64,9.62,0.01,0.0,0.0,58,37,47.5
1.59,1,1,0.5,0.17,0.0,0.0,58.0,41.0,49.5,48.0,2.81,5.59,1.76,0.0,0.0,53,47,50.0
2.12,1,1,1.0,2.58,0.0,0.0,50.0,44.0,47.0,46.0,2.93,13.2,0.46,0.0,0.0,52,44,48.0
0.08,1,0,8.5,0.08,0.0,0.0,51.0,39.0,45.0,50.0,3.04,8.95,0.0,0.0,0.0,64,43,53.5
0.01,1,1,4.5,0.01,0.0,0.0,64.0,44.0,54.0,50.0,3.29,7.83,0.02,0.0,0.0,56,43,49.5
0.06,1,1,1.0,0.15,0.0,0.0,50.0,41.0,45.5,45.0,3.36,12.3,0.09,0.0,0.0,50,39,44.5
0.01,1,0,2.5,0.01,0.0,0.0,48.0,38.0,43.0,44.0,3.48,13.2,0.0,0.0,0.0,53,38,45.5
0.0,0,0,6.0,0.0,0.0,0.0,47.0,42.0,44.5,46.0,3.57,8.95,0.0,0.0,0.0,59,42,50.5
0.0,0,0,6.0,0.0,0.0,0.0,55.0,34.0,44.5,48.0,3.63,4.47,0.0,0.0,0.0,62,39,50.5
0.01,0,1,0.0,0.0,0.0,0.0,61.0,44.0,52.5,51.0,3.9,3.8,0.01,0.0,0.0,57,48,52.5
0.02,1,1,8.5,0.03,0.0,0.0,55.0,40.0,47.5,46.0,4.15,7.38,0.01,0.0,0.0,72,40,56.0
0.0,0,0,1.5,0.0,0.0,0.0,71.0,37.0,54.0,55.0,3.83,4.7,0.0,0.0,0.0,72,39,55.5
0.0,0,0,5.5,0.0,0.0,0.0,66.0,48.0,57.0,54.0,3.84,8.72,0.0,0.0,0.0,75,50,62.5
0.33,1,1,4.0,0.07,0.0,0.0,73.0,50.0,61.5,51.0,4.05,16.55,0.4,0.0,0.0,66,49,57.5
0.16,1,0,9.0,0.16,0.0,0.0,54.0,46.0,50.0,53.0,4.74,6.71,0.0,0.0,0.0,68,50,59.0
0.0,0,0,4.0,0.0,0.0,0.0,65.0,47.0,56.0,58.0,4.55,10.29,0.0,0.0,0.0,71,49,60.0
0.06,1,1,3.0,0.02,0.0,0.0,74.0,55.0,64.5,57.0,5.02,15.21,0.08,0.0,0.0,66,57,61.5
0.06,1,0,1.0,0.06,0.0,0.0,66.0,56.0,61.0,66.0,5.03,15.21,0.0,0.0,0.0,70,54,62.0
0.01,1,0,1.5,0.01,0.0,0.0,70.0,50.0,60.0,59.0,5.04,6.04,0.0,0.0,0.0,76,47,61.5
0.25,0,1,6.0,0.0,0.0,0.0,74.0,51.0,62.5,64.0,5.09,12.3,0.25,0.0,0.0,78,59,68.5
0.46,1,0,5.5,0.46,0.0,0.0,78.0,50.0,64.0,51.0,5.15,10.96,0.0,0.0,0.0,65,52,58.5
0.21,1,1,1.0,0.01,0.0,0.0,55.0,47.0,51.0,50.0,5.41,10.96,0.22,0.0,0.0,58,46,52.0
0.14,1,0,7.0,0.14,0.0,0.0,65.0,43.0,54.0,60.0,5.84,9.84,0.0,0.0,0.0,76,46,61.0
0.0,0,0,1.5,0.0,0.0,0.0,75.0,54.0,64.5,62.0,5.83,11.86,0.0,0.0,0.0,76,56,66.0
0.0,0,0,2.0,0.0,0.0,0.0,75.0,49.0,62.0,59.0,5.7,6.93,0.0,0.0,0.0,72,48,60.0
0.0,0,0,4.5,0.0,0.0,0.0,72.0,42.0,57.0,60.0,5.95,7.16,0.0,0.0,0.0,78,45,61.5
0.4,1,1,7.5,0.83,0.0,0.0,77.0,58.0,67.5,61.0,6.31,10.07,1.23,0.0,0.0,69,51,60.0
0.5700000000000001,1,1,5.5,0.79,0.0,0.0,68.0,48.0,58.0,51.0,6.28,9.4,0.22,0.0,0.0,57,48,52.5
0.03999999999999998,1,1,4.5,0.21,0.0,0.0,54.0,45.0,49.5,49.0,6.28,8.5,0.17,0.0,0.0,62,46,54.0
0.0,0,0,5.5,0.0,0.0,0.0,58.0,42.0,50.0,53.0,6.19,8.95,0.0,0.0,0.0,67,44,55.5
0.32,1,1,6.0,0.01,0.0,0.0,61.0,48.0,54.5,53.0,6.43,12.53,0.33,0.0,0.0,68,53,60.5
0.13999999999999996,1,1,5.5,0.42,0.0,0.0,69.0,51.0,60.0,69.0,6.53,17.0,0.28,0.0,0.0,74,57,65.5
0.02,1,0,3.0,0.02,0.0,0.0,75.0,53.0,64.0,54.0,6.64,11.41,0.0,0.0,0.0,68,54,61.0
0.0,0,0,10.0,0.0,0.0,0.0,67.0,49.0,58.0,64.0,6.7,4.7,0.0,0.0,0.0,82,54,68.0
0.0,0,0,5.5,0.0,0.0,0.0,77.0,50.0,63.5,69.0,7.3,3.8,0.0,0.0,0.0,84,54,69.0
0.0,0,0,2.0,0.0,0.0,0.0,80.0,58.0,69.0,65.0,8.37,3.8,0.0,0.0,0.0,80,62,71.0
0.09,0,1,0.0,0.0,0.0,0.0,78.0,57.0,67.5,64.0,9.0,3.13,0.09,0.0,0.0,76,59,67.5
0.02,1,1,4.5,0.03,0.0,0.0,69.0,55.0,62.0,66.0,9.56,8.72,0.01,0.0,0.0,75,58,66.5
0.0,0,0,2.5,0.0,0.0,0.0,74.0,54.0,64.0,60.0,9.96,6.71,0.0,0.0,0.0,79,54,66.5
0.0,0,0,5.0,0.0,0.0,0.0,75.0,50.0,62.5,64.0,10.75,4.7,0.0,0.0,0.0,80,55,67.5
0.03,0,1,7.5,0.0,0.0,0.0,77.0,56.0,66.5,72.0,11.89,7.83,0.03,0.0,0.0,88,60,74.0
0.03,1,1,7.5,0.03,0.0,0.0,90.0,68.0,79.0,75.0,11.49,12.75,0.06,0.0,0.0,92,51,71.5
0.06,1,0,14.5,0.06,0.0,0.0,89.0,47.0,68.0,48.0,11.03,15.21,0.0,0.0,0.0,58,49,53.5
0.1,1,0,9.5,0.1,0.0,0.0,55.0,47.0,51.0,53.0,10.62,7.61,0.0,0.0,0.0,69,52,60.5
0.13,1,1,12.5,0.09,0.0,0.0,60.0,50.0,55.0,55.0,10.34,9.84,0.22,0.0,0.0,83,52,67.5
0.0,0,0,9.0,0.0,0.0,0.0,82.0,54.0,68.0,62.0,10.18,8.72,0.0,0.0,0.0,67,51,59.0
0.0,0,0,4.5,0.0,0.0,0.0,65.0,48.0,56.5,60.0,9.87,5.37,0.0,0.0,0.0,73,49,61.0
0.0,0,0,10.0,0.0,0.0,0.0,69.0,47.0,58.0,62.0,10.39,4.7,0.0,0.0,0.0,85,51,68.0
0.0,0,0,7.5,0.0,0.0,0.0,80.0,54.0,67.0,73.0,11.18,5.82,0.0,0.0,0.0,90,59,74.5
0.0,0,0,3.5,0.0,0.0,0.0,84.0,55.0,69.5,68.0,13.6,8.28,0.0,0.0,0.0,89,57,73.0
0.0,0,0,6.0,0.0,0.0,0.0,81.0,60.0,70.5,75.0,13.57,11.41,0.0,0.0,0.0,89,64,76.5
0.0,0,0,1.5,0.0,0.0,0.0,89.0,63.0,76.0,80.0,13.7,10.07,0.0,0.0,0.0,90,65,77.5
0.0,0,0,2.5,0.0,0.0,0.0,92.0,67.0,79.5,80.0,14.66,7.38,0.0,0.0,0.0,93,71,82.0
0.0,0,0,3.0,0.0,0.0,0.0,92.0,67.0,79.5,79.0,16.38,7.61,0.0,0.0,0.0,94,71,82.5
0.0,0,0,2.5,0.0,0.0,0.0,92.0,72.0,82.0,78.0,18.72,10.96,0.0,0.0,0.0,95,74,84.5
0.0,0,0,0.5,0.0,0.0,0.0,88.0,66.0,77.0,69.0,17.92,9.62,0.0,0.0,0.0,86,69,77.5
0.0,0,0,8.5,0.0,0.0,0.0,80.0,65.0,72.5,75.0,17.7,5.59,0.0,0.0,0.0,93,69,81.0
0.0,0,0,2.5,0.0,0.0,0.0,89.0,64.0,76.5,74.0,19.71,6.71,0.0,0.0,0.0,91,67,79.0
0.0,0,0,3.5,0.0,0.0,0.0,87.0,63.0,75.0,74.0,20.37,4.92,0.0,0.0,0.0,94,63,78.5
0.0,0,0,0.5,0.0,0.0,0.0,88.0,64.0,76.0,73.0,20.5,9.17,0.0,0.0,0.0,88,63,75.5
0.01,0,1,0.5,0.0,0.0,0.0,84.0,68.0,76.0,71.0,19.7,11.18,0.01,0.0,0.0,84,69,76.5
0.94,0,1,0.5,0.0,0.0,0.0,78.0,68.0,73.0,71.0,19.46,8.28,0.94,0.0,0.0,80,67,73.5
0.02,1,1,2.0,0.06,0.0,0.0,89.0,64.0,76.5,69.0,19.2,6.93,0.04,0.0,0.0,82,67,74.5
0.04,1,0,3.5,0.04,0.0,0.0,81.0,66.0,73.5,74.0,18.93,7.61,0.0,0.0,0.0,87,67,77.0
0.0,0,0,5.5,0.0,0.0,0.0,87.0,67.0,77.0,72.0,18.59,10.74,0.0,0.0,0.0,82,61,71.5
0.0,0,0,2.0,0.0,0.0,0.0,79.0,55.0,67.0,61.0,17.91,9.4,0.0,0.0,0.0,76,54,65.0
0.0,0,0,2.0,0.0,0.0,0.0,74.0,49.0,61.5,61.0,17.32,4.7,0.0,0.0,0.0,77,50,63.5
0.0,0,0,5.0,0.0,0.0,0.0,74.0,59.0,66.5,68.0,16.87,12.08,0.0,0.0,0.0,82,61,71.5
1.72,0,1,1.0,0.0,0.0,0.0,84.0,64.0,74.0,74.0,16.91,13.65,1.72,0.0,0.0,84,66,75.0
1.44,1,1,1.5,1.69,0.0,0.0,82.0,65.0,73.5,72.0,16.79,16.11,0.25,0.0,0.0,85,65,75.0
0.21,1,0,3.0,0.21,0.0,0.0,85.0,66.0,75.5,70.0,16.66,17.45,0.0,0.0,0.0,78,67,72.5
0.0,0,0,1.0,0.0,0.0,0.0,79.0,63.0,71.0,68.0,16.47,10.74,0.0,0.0,0.0,79,61,70.0
0.0,0,0,5.5,0.0,0.0,0.0,75.0,55.0,65.0,66.0,16.6,6.26,0.0,0.0,0.0,84,57,70.5
0.09000000000000001,1,1,2.5,0.01,0.0,0.0,78.0,62.0,70.0,70.0,17.22,7.61,0.1,0.0,0.0,84,61,72.5
0.0,0,0,4.0,0.0,0.0,0.0,83.0,57.0,70.0,71.0,17.4,6.49,0.0,0.0,0.0,87,61,74.0
0.0,0,0,2.0,0.0,0.0,0.0,88.0,66.0,77.0,72.0,17.69,6.04,0.0,0.0,0.0,89,69,79.0
0.0,0,0,10.5,0.0,0.0,0.0,84.0,65.0,74.5,79.0,18.84,9.4,0.0,0.0,0.0,97,73,85.0
0.0,0,0,6.0,0.0,0.0,0.0,95.0,78.0,86.5,85.0,19.83,9.62,0.0,0.0,0.0,104,81,92.5
0.0,0,0,2.0,0.0,0.0,0.0,105.0,82.0,93.5,86.0,20.28,11.18,0.0,0.0,0.0,100,83,91.5
0.0,0,0,3.5,0.0,0.0,0.0,102.0,78.0,90.0,86.0,20.2,8.5,0.0,0.0,0.0,98,75,86.5
0.12,1,0,0.5,0.12,0.0,0.0,98.0,70.0,84.0,80.0,20.11,10.74,0.0,0.0,0.0,93,74,83.5
0.0,0,0,1.5,0.0,0.0,0.0,92.0,68.0,80.0,76.0,19.66,11.86,0.0,0.0,0.0,87,70,78.5
0.0,0,0,0.5,0.0,0.0,0.0,86.0,64.0,75.0,70.0,19.53,10.07,0.0,0.0,0.0,86,63,74.5
0.0,0,0,3.5,0.0,0.0,0.0,84.0,61.0,72.5,72.0,19.58,7.38,0.0,0.0,0.0,89,63,76.0
0.4,1,1,4.5,0.27,0.0,0.0,88.0,69.0,78.5,71.0,19.72,7.16,0.67,0.0,0.0,79,69,74.0
1.1,1,0,7.0,1.1,0.0,0.0,74.0,60.0,67.0,67.0,19.57,6.26,0.0,0.0,0.0,85,63,74.0
