"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-15","  100","  100","14.99"," 1950"," 1034","0.02","0.0","0.0",,"36","23","    0","  290",,,"  270","0.0","21.0",,,"28.9","    1",,,,,"    1",,,,,,"    1","    1","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-16","   30","   30","5.59"," 2350"," 1504","0.00","0.0","0.0",,"35","16","  458","  300",,,"   45","0.0","14.1",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-17","   20","   20","8.50"," 1550"," 1557","0.00","0.0","0.0",,"47","19","  577","  220",,,"  225","0.0","14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-18","   30","   50","14.99"," 1450"," 1648","0.00","0.0","0.0",,"55","29","  567","  210",,,"  225","0.0","23.0",,,"30.0",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-19","   70","   70","10.07"," 1250"," 1226","0.00","0.0","0.0",,"44","31","  281","   30",,,"   45","0.0","19.9",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-20","   70","   50","13.87"," 2250"," 2224","0.01","0.0","0.0",,"50","31","  360","  340",,,"  360","0.0","29.1",,,"38.0","    1",,,,,"    1",,"    1",,,,,"    1","    1","    1",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-21","   80","   70","11.86"," 0150"," 0049","0.00","0.0","0.0",,"33","24","  460","  350",,,"  360","0.0","25.1",,,"38.0",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-22","   60","   90","10.07"," 0350"," 1128","0.00","0.0","0.0",,"48","28","  306","  180",,,"  270","0.0","17.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-23","   60","   30","13.20"," 1750"," 1459","0.01","0.0","0.0",,"51","30","  480","  330",,,"  315","0.0","25.1",,,"39.1","    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-24","   50","   40","12.08"," 0450"," 0339","0.00","0.0","0.0",,"38","26","  503","  320",,,"  315","0.0","17.9",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-25","   90","   80","12.53"," 2321"," 2325","0.00","0.0","0.0",,"47","32","  445","   70",,,"   45","0.0","21.0",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-26","  100","  100","15.43"," 0150"," 0043","0.25","0.0","0.0",,"33","28","    0","   60",,,"   90","0.0","21.9",,,"28.9","    1",,,,,"    1",,"    1",,,,,,"    1","    1",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-27","  100","  100","10.74"," 1010"," 2132","0.10","0.0","0.0",,"33","31","    0","   20",,,"   45","0.0","14.1",,,"17.2","    1",,,,,"    1",,,,,,,"    1","    1","    1",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-02-28","   80","  100","9.84"," 2350"," 2321","0.00","0.0","0.0",,"32","21","   33","  340",,,"  315","0.0","15.0",,,"19.5","    1",,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-01","   10","   10","11.86"," 1150"," 0328","0.00","0.0","0.0",,"23","10","  611","  300",,,"  360","0.0","17.9",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-02","   20","   10","7.16"," 0250"," 1413","0.00","0.0","0.0",,"28","7","  605","   10",,,"  225","0.0","13.0",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-03","    0","    0","7.16"," 1150"," 1249","0.00","0.0","0.0",,"33","12","  678","  230",,,"  180","0.0","16.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-04","   60","   70","7.16"," 2250"," 2257","0.00","0.0","0.0",,"43","20","  337","  100",,,"   90","0.0","15.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-05","  100","  100","8.50"," 0050"," 0533","0.15","2.0","1.0",,"38","31","    0","  130",,,"   90","0.1","14.1",,,"17.2","    1",,,,,,,,,,,"    1",,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-06","  100","  100","11.18"," 1850"," 1837","0.03","0.0","0.0",,"35","31","    0","   90",,,"   90","0.0","16.1",,,"20.8","    1","    1",,,,,,,,,,"    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-07","   90","  100","13.42"," 1250"," 1308","0.39","1.5","0.0",,"35","26","   55","  340",,,"  360","1.7","19.9",,,"25.3","    1","    1",,"    1",,,,,,,,"    1",,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-08","   30","   20","12.97"," 1350"," 0840","0.00","0.0","1.0",,"29","17","  592","  340",,,"  315","0.0","17.9",,,"21.9",,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-09","   40","   40","8.05"," 2250"," 2302","0.00","0.0","1.0",,"36","13","  219","  180",,,"  180","0.0","17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-10","   60","   70","18.79"," 1150"," 0815","0.00","0.0","0.0",,"51","30","  228","  220",,,"  180","0.0","25.9",,,"34.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-11","   30","   30","17.22"," 1550"," 1544","0.00","0.0","0.0",,"62","40","  675","  210",,,"  180","0.0","23.0",,,"31.1",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-12","   40","   60","17.22"," 1450"," 1414","0.00","0.0","0.0",,"71","47","  686","  210",,,"  225","0.0","25.9",,,"49.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-13","   60","   60","11.63"," 1350"," 1535","0.00","0.0","0.0",,"72","51","  544","  220",,,"  180","0.0","19.9",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-14","   70","   80","5.37"," 1650"," 1551","0.00","0.0","0.0",,"77","43","  675","  130",,,"  225","0.0","12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-15","   60","   80","6.49"," 1450"," 1454","0.00","0.0","0.0",,"74","43","  612","   30",,,"   45","0.0","17.9",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-16","   20","   40","5.59"," 1350"," 1421","0.00","0.0","0.0",,"71","37","  687","  280",,,"  360","0.0","14.1",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-17","   60","   70","10.96"," 2350"," 1808","0.00","0.0","0.0",,"49","36","  460","   40",,,"   45","0.0","16.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-18","   80","   70","10.29"," 1650"," 2032","0.00","0.0","0.0",,"66","34","  587","  100",,,"  360","0.0","16.1",,,"25.3",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-19","   80","   90","9.17"," 0350"," 0506","0.02","0.0","0.0",,"55","45","  347","  180",,,"  180","0.0","16.1",,,"20.8","    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-20","  100","  100","19.69"," 1150"," 0955","0.21","0.0","0.0",,"60","40","  225","  250",,,"  225","0.0","31.1",,,"48.3","    1",,"    1",,,,,"    1",,,,"    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-21","   80","   80","13.87"," 1050"," 1200","0.00","0.0","0.0",,"51","35","  275","  280",,,"  270","0.0","21.9",,,"33.3",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-22","   50","   60","11.41"," 2350"," 2251","0.00","0.0","0.0",,"47","30","  614","   50",,,"   45","0.0","19.9",,,"23.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-23","   80","  100","14.09"," 0950"," 1030","0.03","0.0","0.0",,"41","25","   21","   40",,,"   45","0.0","21.0",,,"26.4","    1",,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-24","   10","   10","8.50"," 1750"," 1436","0.00","0.0","0.0",,"50","24","  721","   50",,,"   45","0.0","15.0",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-25","   50","   60","8.28"," 1350"," 1342","0.00","0.0","0.0",,"58","25","  699","   60",,,"   45","0.0","17.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-26","  100","  100","12.75"," 1950"," 2056","0.03","0.0","0.0",,"49","38","   21","   90",,,"   90","0.0","19.9",,,"26.4",,,"    1","    1",,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-27","  100","  100","12.08"," 0550"," 0729","0.48","0.0","0.0",,"45","38","    0","  110",,,"  135","0.0","25.1",,,"32.2","    1",,"    1",,,,,,,,,"    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-28","  100","  100","5.14"," 1727"," 2327","0.09","0.0","0.0",,"44","38","    0","   30",,,"  360","0.0","10.1",,,"12.8","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-29","  100","  100","6.93"," 1450"," 1120","0.00","0.0","0.0",,"43","37","    0","  310",,,"  360","0.0","10.1",,,"15.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-30","  100","   90","8.28"," 1550"," 1422","0.00","0.0","0.0",,"47","34","  314","  300",,,"  315","0.0","14.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-03-31","  100","  100","8.95"," 1450"," 1518","0.00","0.0","0.0",,"42","31","    7","  290",,,"  315","0.0","14.1",,,"17.2","    1",,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-04-01","   90","   90","8.28"," 1750"," 1658","0.01","0.0","0.0",,"46","29","  355","  260",,,"  270","0.0","13.0",,,"19.5",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-04-02","   50","   30","10.96"," 2350"," 2259","0.00","0.0","0.0",,"55","33","  751","  190",,,"  180","0.0","21.9",,,"35.6","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-04-03","   70","   70","14.99"," 2350"," 2346","0.09","0.0","0.0",,"63","44","  347","  310",,,"  315","0.0","23.9",,,"33.3","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-04-04","    0","    0","16.33"," 0550"," 1230","0.00","0.0","0.0",,"44","21","  767","  330",,,"  315","0.0","23.9",,,"34.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-04-05","   50","   50","11.41"," 2350"," 1803","0.00","0.0","0.0",,"49","18","  520","  200",,,"  180","0.0","21.0",,,"30.0",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-04-06","   50","   50","14.09"," 0250"," 0336","0.00","0.0","0.0",,"67","36","  581","  220",,,"  225","0.0","23.0",,,"34.4",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-04-07","   80","   90","11.86"," 2150"," 2317","0.04","0.0","0.0",,"52","34","  208","   50",,,"   45","0.0","17.9",,,"26.4","    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-04-08","  100","  100","13.65"," 1450"," 1449","0.00","0.0","0.0",,"48","39","  147","   40",,,"   45","0.0","21.0",,,"26.4","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-04-09","   90","   90","21.92"," 1050"," 0506","1.09","0.0","0.0",,"42","32","  386","   60",,,"   45","0.0","29.1",,,"41.4","    1",,"    1","    1",,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-04-10","  100","  100","17.67"," 1551"," 1225","0.51","0.0","0.0",,"41","32","    0","   80",,,"   90","0.0","28.0",,,"36.7","    1",,"    1","    1",,"    1",,,,,,,,"    1","    1",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","1995-04-11","  100","  100","12.53"," 1857"," 1851","0.71","0.0","0.0",,"61","38","  131","  250",,,"  225","0.0","29.1",,,"50.6","    1",,"    1",,,,,,,,,,,"    1",,,,,,,
